,Job Title,Company Name,Company ID,Employment Type,Schedule,Salary From,Salary To,Salary Currency,Professional Roles,Required Experience,Region,Full Address,Address Latitude,Address Longitude,Apply URL,Vacancy URL,Publication Time,Archived,Requirements,Responsibilities
1242,Учитель математики,Intellect,10670088,Полная занятость,Гибкий график,,,,"Учитель, преподаватель, педагог",Нет опыта,Каскелен,"Каскелен, проспект Абылай Хана",43.20262441119029,76.62191088938317,https://hh.ru/applicant/vacancy_response?vacancyId=108638646,https://hh.ru/vacancy/108638646,2024-10-14T19:26:08+0300,False,"Педагогические способности. Знание предмета, хорошее изъяснение, креативность приветствуется.",Работа с детьми.
1243,Уборщица/Уборщик служебных помещений,ГККП Жамбылский политехнический высший колледж управления образования акимата Жамбылской области,11519653,Полная занятость,Полный день,85000.0,90000.0,KZT,"Уборщица, уборщик",Нет опыта,Тараз,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108652193,https://hh.ru/vacancy/108652193,2024-10-15T09:26:20+0300,False,"Должен знать: правила и нормы охраны труда, техники безопасности и противопожарной защиты; санитарные правила и нормы.",...в случае их неподчинения законному требованию сообщает об этом дежурному <highlighttext>педагогу</highlighttext>. 9. в начале и в конце каждого рабочего дня...
1244,Учитель Географии по подготовке к ЕНТ,Зерделі,3161416,Частичная занятость,Сменный график,150000.0,,KZT,"Учитель, преподаватель, педагог",От 3 до 6 лет,Астана,"Астана, проспект Сарыарка, 18",51.164951,71.409705,https://hh.ru/applicant/vacancy_response?vacancyId=108861665,https://hh.ru/vacancy/108861665,2024-10-18T16:08:56+0300,False,Коммуникабельный. Ответственный. Пунктуальный.,Готовить учебный материал. Проводить уроки. Готовить детей по подготовке к ЕНТ.
1245,Преподаватель Истории Казахстана/Всемирной истории/ЧОП (ЕНТ),TED Company,10767993,Полная занятость,Гибкий график,120000.0,,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Астана,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108940141,https://hh.ru/vacancy/108940141,2024-10-30T10:03:42+0300,False,"имели опыт работы в подготовке к экзамену. - имели знания школьной программы по ""истории Казахстана"", ""всемирной истории"" и/или ""Человек. Общество. ",знали структуру и лайфхаки по эффективной сдаче самого ЕНТ.
1246,Дефектолог/логопед,Детский сад Айгерим-Ай,1083124,Частичная занятость,Гибкий график,250000.0,350000.0,KZT,"Учитель, преподаватель, педагог",От 3 до 6 лет,Костанай,"Костанай, Введенская улица, 28/4",53.227878,63.662185,https://hh.ru/applicant/vacancy_response?vacancyId=108060028,https://hh.ru/vacancy/108060028,2024-10-02T14:30:25+0300,False,"3.27. Внимательное слежение за своим внешним видом. <highlighttext>Учитель</highlighttext>-логопед должен являться образцом для детей, их родителей и всего коллектива...",Составление заключения по результатам логопедического обследования воспитанников ДО и доведение до сведения <highlighttext>педагогов</highlighttext> и родителей (законных представителей). 3.14. 
1247,Преподаватель математики,Языковые курсы Lingua Viva,2325326,Частичная занятость,Гибкий график,90000.0,180000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Караганда,"Караганда, 22/5",49.842536,73.187588,https://hh.ru/applicant/vacancy_response?vacancyId=108094238,https://hh.ru/vacancy/108094238,2024-10-02T20:42:40+0300,False,,
1248,Водитель,"Назарбаев интеллектуальные школы, Автономная организация образования",534973,Полная занятость,Полный день,199000.0,,KZT,Другое,От 3 до 6 лет,Алматы,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108052976,https://hh.ru/vacancy/108052976,2024-10-02T13:07:05+0300,False,"Амбициозный человек, стремящийся к развитию в сфере образования и видящий свое будущее в этой области. Профессионал, имеющий опыт работы с...","1) обеспечивать своевременную подачу автомобиля к месту назначения. 2) следить за состоянием автомобиля, регулярно и своевременно проходит техосмотр и техобслуживание. "
1249,Преподаватель по истории Казахстана,Умскул,9551557,Частичная занятость,Удаленная работа,,250000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Астана,"Астана, улица Достык, 5",51.127879,71.42229,https://hh.ru/applicant/vacancy_response?vacancyId=108598102,https://hh.ru/vacancy/108598102,2024-10-14T10:39:02+0300,False,"Опыт подготовки к ЕНТ от 1 года. – Творческий и гибкий подход в преподавании. – Высокий уровень владения предметом, знание специфики ЕНТ. – ","<highlighttext>Преподаватели</highlighttext> проводят онлайн-занятия один на один с учеником, учитывают потребности, возможности, а также особенности каждого ученика, разрабатывают индивидуальную траекторию..."
1250,Product manager CRM,Bilim Land (Bilim Media Group),5415154,Полная занятость,Полный день,,,,Менеджер продукта,От 3 до 6 лет,Алматы,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108677464,https://hh.ru/vacancy/108677464,2024-10-15T13:50:55+0300,False,Подтвержденный опыт внедрения программных продуктов. Опыт работы в должности руководителя проектов или аналитика. Клиентоориентированность и нацеленность на результат. ,Ведение проектов внедрения информационных систем. Подготовка и участие в презентациях. Определение масштаба работ для выполнения задач проекта. Корректировка и согласование...
1251,Педагог-хореограф Балет,Skallop,10696982,Полная занятость,Полный день,150000.0,,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Астана,"Алматы, улица Абдуллы Розыбакиева, 247А",43.202449,76.89197,https://hh.ru/applicant/vacancy_response?vacancyId=108309977,https://hh.ru/vacancy/108309977,2024-10-08T06:35:34+0300,False,Хореографическое образование. Любовь к детям. Трудолюбие. Ответственность.,Проводить занятия согласно расписанию. Выбор репертуара. Постановка номеров для выступлений. ​​​​​​Нужные принадлежности для проведения занятий.
1252,Физик - контентщик (специалист по договору),BeyimTech,10777890,Проектная работа,Полный день,,,,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Астана,"Астана, улица Хусейн бен Талал, 21/1",51.085566,71.398269,https://hh.ru/applicant/vacancy_response?vacancyId=108216724,https://hh.ru/vacancy/108216724,2024-10-06T13:32:11+0300,False,"Высшее образование в области физики, желательно педагогическое. Стаж профессиональной деятельности не менее 3-х лет, либо наличие степени магистра. ","Сопоставление учебным программам, обновление и пересмотр материалов для поддержки актуальности данных. Коммуникация с <highlighttext>учителями</highlighttext> НИШ – курирование, обучение, предоставление своевременной обратной..."
1253,Middle+/Senior Golang developer,Новео,56119,Полная занятость,Удаленная работа,,,,"Программист, разработчик",От 3 до 6 лет,Алматы,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108731381,https://hh.ru/vacancy/108731381,2024-10-16T12:45:24+0300,False,"10+ лет опыта в Cloud Software Engineering. 4+ лет опыта работы с GoLang. Знание Distributed System, Redis, PostgreSQL. ","Проектирование, разработка и поддержка высоконадежных и доступных распределённых систем. Участие в проектировании архитектуры, проведение code review. Реализация новых функций в..."
1254,Педагог по геоинформатике (наличие НКТ обязательно),ГККП Дворец школьников,1907240,Полная занятость,Гибкий график,,220000.0,KZT,"Учитель, преподаватель, педагог",Нет опыта,Алматы,"Алматы, проспект Достык, 124",43.237892,76.95903,https://hh.ru/applicant/vacancy_response?vacancyId=108807046,https://hh.ru/vacancy/108807046,2024-10-17T15:36:24+0300,False,"Знание методологии работы с детьми школьного возраста. - доброжелательность, терпимость уважение. - знание технологии своего направления. - саморазвитие. - умение работать в команде и...","По геоинформатике (работа с ГИС, ДЗЗ, работа с данными). Обязанности: - составление образовательной программы. - стратегическое планирование и ведение документации. - "
1255,Преподаватель математики и физики,CleverS Astana,5734820,Частичная занятость,Гибкий график,150000.0,,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,"Алматы, улица Каныша Сатпаева, 30/2",43.234339,76.922387,https://hh.ru/applicant/vacancy_response?vacancyId=108355979,https://hh.ru/vacancy/108355979,2024-10-29T15:49:14+0300,False,Но и ты должен(-на) быть не промах! Нам нужны люди: - ответственные. - дружелюбные. - энергичные. - быстрообучаемые. - результативные. - знают свой предмет на...,Обучение методике преподавания. - Участие в организации Республиканских и Международных проектов.
1256,"Преподаватель для детей по курсу ""Python""",ITSTEP Academy Almaty,5245543,Частичная занятость,Гибкий график,,,,"Программист, разработчик",От 1 года до 3 лет,Шымкент,"Шымкент, проспект Кунаева, 59",42.333739,69.603714,https://hh.ru/applicant/vacancy_response?vacancyId=108102240,https://hh.ru/vacancy/108102240,2024-10-03T08:46:48+0300,False,Опыт работы на Python не менее 1 года. Опыт в преподавании будет преимуществом. Наличие готового портфолио/практических работ. ,Проведение лекционных и практических занятий по курсу Python. Обучить детей основам работы на Python. Научить основным понятиям: условия и циклы. 
1257,Преподаватель английского языка,CleverS Astana,5734820,Частичная занятость,Гибкий график,100000.0,,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,"Алматы, улица Каныша Сатпаева, 30/2",43.234339,76.922387,https://hh.ru/applicant/vacancy_response?vacancyId=108252843,https://hh.ru/vacancy/108252843,2024-10-28T12:01:59+0300,False,Но и ты должен(-на) быть не промах! Нам нужны люди: - ответственные. - дружелюбные. - энергичные. - быстрообучаемые. - результативные. - знают свой предмет на...,Обучение методике преподавания. - Участие в организации Республиканских и Международных проектов.
1258,Преподаватель по Гитаре,ИП Жумабаева (Childrens club),3532530,Частичная занятость,Гибкий график,,,,"Учитель, преподаватель, педагог",Нет опыта,Актобе,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108924463,https://hh.ru/vacancy/108924463,2024-10-21T08:28:15+0300,False,"ОБРАЗОВАНИЕ: Средне-специальное или высшее. ДРУГОЕ: Инициативность, внимательность, порядочность.",ГИТАРА. Преподавание детям от 3 до 16 лет. Подготовка детей к конкурсам и мероприятиям.
1259,Педагог-хореограф,OXFORD CREATIVE SCHOOL,10612379,Полная занятость,Гибкий график,100000.0,350000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Актобе,"Актобе, проспект Тауелсиздик",50.274967,57.150585,https://hh.ru/applicant/vacancy_response?vacancyId=108854352,https://hh.ru/vacancy/108854352,2024-10-18T14:48:20+0300,False,"Энергичны, уверенны в себе. * Ориентированы на достижение результата.",Умеете устанавливать и поддерживать долгосрочные отношения с детьми и их родителями. * Проводить уроки согласно расписанию. * Проводить открытые уроки для родителей. * 
1260,Учитель математики (русское отделение),Центр подготовки (AIPLUS),5684491,Частичная занятость,Гибкий график,250000.0,,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,,,,https://hh.ru/applicant/vacancy_response?vacancyId=109146518,https://hh.ru/vacancy/109146518,2024-10-29T14:42:07+0300,False,,Ведение онлайн дневников на каждого ученика (информация об оценках надежно хранится).
1261,"Преподаватель по курсу ""Python""",ITSTEP Academy Almaty,5245543,Частичная занятость,Гибкий график,,,,"Программист, разработчик",От 1 года до 3 лет,Астана,"Астана, улица Сыганак, 47",51.123091,71.434328,https://hh.ru/applicant/vacancy_response?vacancyId=108325108,https://hh.ru/vacancy/108325108,2024-10-08T10:32:13+0300,False,Опыт работы на Python не менее 2х лет. Наличие готового портфолио/практических работ. Опыт в преподавании будет преимуществом. ,Проведение лекционных и практических занятий по курсу Python. Научить студентов основам введения в программирование на Python. Понимать особенности реализации механизмов...
1262,Менеджер по продажам,STEM Academia,5231348,Полная занятость,Полный день,150000.0,,KZT,"Менеджер по продажам, менеджер по работе с клиентами",От 1 года до 3 лет,Костанай,"Астана, микрорайон Комсомольский-2, улица Домалак Ана, 26",51.140036,71.394218,https://hh.ru/applicant/vacancy_response?vacancyId=108026303,https://hh.ru/vacancy/108026303,2024-10-29T07:25:25+0300,False,"Опыт работы менеджером от 1 года в сфере B2B, и B2G. Навыки работы в CRM-системе. ",Работа с существующими клиентами и их развитие. Поиск новых клиентов и построение с ними долгосрочных отношений. Разработка коммерческого предложения совместно...
1263,Ағылшын тілі пәні мұғалімі (ҰБТ) / Учитель Английского языка (ЕНТ),Bugin Holding Corp,9556870,Частичная занятость,Удаленная работа,200000.0,400000.0,KZT,"Учитель, преподаватель, педагог",От 3 до 6 лет,Алматы,"Алматы, улица Богенбай Батыра, 150",43.252136,76.934407,https://hh.ru/applicant/vacancy_response?vacancyId=108076395,https://hh.ru/vacancy/108076395,2024-10-29T16:08:50+0300,False,"Ағылшын тілі пәні бойынша курс оқушыларына тікелей эфирде Google meet арқылы сабақ өту. Біз не ұсынамыз: Жұмыс онлайн, айына 1...","Ағылшын тілі пәнінен тест құрастыру. Жас, амбицияға толы, креативті, белсенді команда."
1264,Педагог истории Казахстана,Умскул,9551557,Частичная занятость,Удаленная работа,,250000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,"Астана, улица Достык, 5",51.127879,71.42229,https://hh.ru/applicant/vacancy_response?vacancyId=108598182,https://hh.ru/vacancy/108598182,2024-10-14T10:39:51+0300,False,"Опыт подготовки к ЕНТ от 1 года. – Творческий и гибкий подход в преподавании. – Высокий уровень владения предметом, знание специфики ЕНТ. – ","<highlighttext>Преподаватели</highlighttext> проводят онлайн-занятия один на один с учеником, учитывают потребности, возможности, а также особенности каждого ученика, разрабатывают индивидуальную траекторию..."
1265,Преподаватель английского языка,Scholarships,10359111,Полная занятость,Полный день,150000.0,400000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,,,,https://hh.ru/applicant/vacancy_response?vacancyId=107950119,https://hh.ru/vacancy/107950119,2024-10-27T16:04:17+0300,False,Опыт преподавания в онлайн формате. Подготовка студентов к языковому экзамену IELTS (для <highlighttext>преподавателей</highlighttext> с опытом подготовки к IELTS и собственным...,Работа на платформе экономит время <highlighttext>учителя</highlighttext> на подготовку к уроку и проверку домашней работы. Методическую поддержку и помощь в составлении...
1266,Учитель китайского языка,iSchool,10372110,Частичная занятость,Гибкий график,100000.0,,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Актобе,"Актобе, улица Мангилик Ел, 10",50.276826,57.134065,https://hh.ru/applicant/vacancy_response?vacancyId=108866356,https://hh.ru/vacancy/108866356,2024-10-18T17:07:17+0300,False,Опыт в преподавании китайского языка не менее 1 года. Знание английского языка. Знание современных методик преподавания иностранных языков. ,"Проведение интересных и интерактивных уроков китайского языка для учащихся разного возраста и уровня знания. Разработка учебных программ и материалов, которые..."
1267,Учитель начальных классов с казахским и русскими языками преподавания,Бастау (ӘБДІРӘСІЛ Н.Н.),4840876,Частичная занятость,Полный день,100.0,150000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Астана,"Нур-Султан (Астана), улица Максута Нарикбаева, 12",51.143376,71.386268,https://hh.ru/applicant/vacancy_response?vacancyId=107951874,https://hh.ru/vacancy/107951874,2024-09-30T16:27:25+0300,False,Образование <highlighttext>педагога</highlighttext>. Ответственный. Знание английского языка на уровне B1 будет +.,Проведение продленки для 1 классов. На русском и казахском языках. Подготовка к сочам и сорам.
1268,English teacher,Зерделі,3161416,Полная занятость,Полный день,300000.0,400000.0,KZT,Другое,От 1 года до 3 лет,Жезказган,Жезказган,47.799711,67.71409,https://hh.ru/applicant/vacancy_response?vacancyId=108274208,https://hh.ru/vacancy/108274208,2024-10-07T14:15:47+0300,False,Bachelor’s degree in English or other education-related subjects. - 2 to 3 years of teaching experience. - Ability to work...,Proficiency in developing and implementing curriculum plans.
1269,Учитель математики | физики,Учи-Учи,9794850,Частичная занятость,Гибкий график,,,,"Учитель, преподаватель, педагог",От 3 до 6 лет,Алматы,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108851295,https://hh.ru/vacancy/108851295,2024-10-18T14:17:49+0300,False,"Высшее педагогическое образование. Знание законодательства о труде, правила безопасности и охраны труда, противопожарной защиты. Знание основ педагогики и психологии, социологии...",Осуществлять обучение и воспитание обучающихся с учетом преподаваемой дисциплины в соответствии с государственным общеобязательным стандартом образования. Способствовать формированию общей культуры...
1270,Math teacher for Primary School,Международная школа GALAXY,1922636,Полная занятость,Полный день,250000.0,,KZT,"Учитель, преподаватель, педагог",От 3 до 6 лет,Алматы,"Алматы, 4-й микрорайон, 9",43.22670761837942,76.85806284540337,https://hh.ru/applicant/vacancy_response?vacancyId=108336152,https://hh.ru/vacancy/108336152,2024-10-29T12:07:24+0300,False,"Bachelor degree (with a substantial amount of experience) or Master’s degree, relevant training, or continuing professional development. Work experience. ","To attend all relevant meetings, including parent-<highlighttext>teacher</highlighttext> conferences. To be familiar with new developments and methods in the teaching..."
1271,Учитель информатики и робототехники,CodiPlay,9601786,Полная занятость,Полный день,,,,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108258612,https://hh.ru/vacancy/108258612,2024-10-28T12:52:00+0300,False,Навыки редактирования и корректировки текстов для обеспечения их точности и качества. Умение объяснять сложные концепции простыми и понятными словами для...,Внесение корректировок и улучшений на основе полученных данных обратной связи от <highlighttext>преподавателей</highlighttext> и учеников. Инициация и реализация инновационных проектов и...
1272,Преподаватель/Учитель математики/физики в образовательный центр,Fibonacci,1966118,Полная занятость,Полный день,300000.0,500000.0,KZT,"Учитель, преподаватель, педагог",От 3 до 6 лет,Алматы,"Алматы, проспект Абая, 143",43.239337,76.893156,https://hh.ru/applicant/vacancy_response?vacancyId=109155853,https://hh.ru/vacancy/109155853,2024-10-29T17:04:56+0300,False,"Отличное владение предметами: математикой и/или физикой. Опыт работы в в сферах преподавания, технических или естественных наук не менее 3...","Преподавать математику школьникам 5-11 классов по программам: школьная, подготовка к ЕНТ/КТА, ЕГЭ, к международным экзаменам SAT, GMAT и..."
1273,Преподаватель по Шахматам,Шабыт,11545019,Частичная занятость,Сменный график,150000.0,300000.0,KZT,Другое,От 1 года до 3 лет,Кокшетау,"Кокшетау, улица Ауельбекова, 169А",53.286207,69.406713,https://hh.ru/applicant/vacancy_response?vacancyId=109189486,https://hh.ru/vacancy/109189486,2024-10-24T08:48:20+0300,False,"Наличие диплома о высшем или среднем специальном образовании (обязательно). Опыт работы с детьми, умение находить к ним подход. ",Проведение уроков по шахматам для детей разного возраста. Разработка индивидуальных программ обучения с учетом уровня подготовки учеников. Организация и проведение...
1274,"Преподаватель по курсу ""Django""",ITSTEP Academy Almaty,5245543,Частичная занятость,Гибкий график,,,,"Программист, разработчик",От 1 года до 3 лет,Алматы,"Алматы, проспект Абая, 68",43.239206,76.905212,https://hh.ru/applicant/vacancy_response?vacancyId=108799154,https://hh.ru/vacancy/108799154,2024-10-17T13:43:24+0300,False,Опыт работы на фреймворке не менее 2х лет. Наличие готового портфолио/практических работ. Опыт в преподавании будет преимуществом. ,Проведение лекционных и практических занятий по курсу Django. Обучить слушателей основам создания web-приложений с использованием фреймворка Django. 
1275,Преподаватель курса ИИ (Дата аналитика/Машинное обучение),KoksheLab,11086205,Частичная занятость,Гибкий график,,,,"Учитель, преподаватель, педагог",От 3 до 6 лет,Астана,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108627844,https://hh.ru/vacancy/108627844,2024-10-14T15:40:45+0300,False,"Опыт работы в области Data Science, анализа данных, машинного обучения не менее 3 лет. Знание современных инструментов и библиотек (Python...",Ведение занятий согласно программе курса. Разработка учебных материалов и практических заданий. Проведение проверок домашних работ и консультирование студентов. 
1276,Преподаватель казахского языка с русским языком обучения,Abay academy online,10989139,Частичная занятость,Удаленная работа,200000.0,450000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,"Алматы, улица Мукана Тулебаева, 38/61",43.265061487815245,76.9484362136303,https://hh.ru/applicant/vacancy_response?vacancyId=108159557,https://hh.ru/vacancy/108159557,2024-10-28T08:19:43+0300,False,Высокий уровень знания казахского и русского языков. Опыт работы преподавания казахского языка как иностранного больше года. Наличие ноутбука/компьютера и...,Своевременно проводить уроки. Подтянуть их уровни по казахскому языку. Улучшить разговорную и письменную речь студентов. Обеспечивать качественное обучение. 
1277,Teacher of English and IELTS,"Language Partners CHELS, языковые курсы",686156,Частичная занятость,Полный день,,,,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,"Алматы, проспект Абая, 76",43.23916689392407,76.90334973743393,https://hh.ru/applicant/vacancy_response?vacancyId=108730330,https://hh.ru/vacancy/108730330,2024-10-16T12:31:47+0300,False,,
1278,Менеджер по продажам,Продамус,4670278,Полная занятость,Удаленная работа,50000.0,50000.0,RUR,"Менеджер по продажам, менеджер по работе с клиентами",От 1 года до 3 лет,Алматы,,,,https://hh.ru/applicant/vacancy_response?vacancyId=109282174,https://hh.ru/vacancy/109282174,2024-10-28T10:51:08+0300,False,Навыки ведения переговоров. Знание казахского языка. Знание русского языка. Опыт личных продаж. Опыт ведения CRM систем.,"Обрабатывать входящие заявки на подключение (только теплые клиенты, без поиска). Сопровождать клиентов до момента подключения. Выполнять командный план продаж. "
1279,Репетитор по истории Казахстана,Умскул,9551557,Частичная занятость,Удаленная работа,,250000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Астана,"Астана, улица Достык, 5",51.127879,71.42229,https://hh.ru/applicant/vacancy_response?vacancyId=108598010,https://hh.ru/vacancy/108598010,2024-10-14T10:38:18+0300,False,"Опыт подготовки к ЕНТ от 1 года. – Творческий и гибкий подход в преподавании. – Высокий уровень владения предметом, знание специфики ЕНТ. – ","<highlighttext>Преподаватели</highlighttext> проводят онлайн-занятия один на один с учеником, учитывают потребности, возможности, а также особенности каждого ученика, разрабатывают индивидуальную траекторию..."
1280,Преподаватель математики,MATH ACADEMY,9913841,Полная занятость,Полный день,200000.0,350000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Кызылорда,"Кызылорда, улица Коркыт Ата, 11",44.840294,65.500084,https://hh.ru/applicant/vacancy_response?vacancyId=108636221,https://hh.ru/vacancy/108636221,2024-10-14T17:54:15+0300,False,Уметь грамотно и доступно объяснять материал простым языком. Любовь к детям. Креативность мышления. Энергичность (проактивность). Желание работать на результат. Пунктуальность. ,"Преподавать математику школьникам 5-6 классов по программам: школьная, подготовка к НИШ, БИЛ, РФМШ. Готовить учеников к вступительным экзаменам, к..."
1281,Педагог по вокалу,OXFORD CREATIVE SCHOOL,10612379,Полная занятость,Гибкий график,100000.0,350000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Актобе,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108854450,https://hh.ru/vacancy/108854450,2024-10-18T14:49:21+0300,False,"Энергичны, уверенны в себе. * Ориентированы на достижение результата.",Умеете устанавливать и поддерживать долгосрочные отношения с детьми и их родителями. * Проводить уроки согласно расписанию. * Проводить открытые уроки для родителей. * 
1282,Преподаватель химии и биологии (ЕНТ),TED Company,10767993,Полная занятость,Гибкий график,100000.0,,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Астана,,,,https://hh.ru/applicant/vacancy_response?vacancyId=107366641,https://hh.ru/vacancy/107366641,2024-10-30T07:25:43+0300,False,имели опыт работы в подготовке к экзамену. - оконченное профильное образование. - имели знания школьной программы по химии и биологии. - ,знали структуру и лайфхаки по эффективной сдаче самого ЕНТ.
1283,Учитель географии,Школа-Гимназия ZERDE,4674602,Частичная занятость,Сменный график,,,,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,"Алматы, улица Кенесары Хана, 56/1",43.17049303025978,76.86923414992849,https://hh.ru/applicant/vacancy_response?vacancyId=108520292,https://hh.ru/vacancy/108520292,2024-10-29T14:12:47+0300,False,Высшее педагогическое образование. Владение методиками преподавания и знаниями современных образовательных технологий. Опыт успешного преподавания данного предмета - не менее 2-х...,Качественное проведение учебных занятий в соответствии с учебным планом и программой географии 10-11 классов - на казахском языке. 
1284,Product manager CRM,Bilim Land (Bilim Media Group),5415154,Полная занятость,Полный день,,,,Менеджер продукта,От 3 до 6 лет,Астана,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108677465,https://hh.ru/vacancy/108677465,2024-10-15T13:50:55+0300,False,Подтвержденный опыт внедрения программных продуктов. Опыт работы в должности руководителя проектов или аналитика. Клиентоориентированность и нацеленность на результат. ,Ведение проектов внедрения информационных систем. Подготовка и участие в презентациях. Определение масштаба работ для выполнения задач проекта. Корректировка и согласование...
1285,"Учитель по физике с казахским, русским языком обучения",Абжанов Ж. А.,3814510,Полная занятость,Полный день,300000.0,484000.0,KZT,"Учитель, преподаватель, педагог",От 3 до 6 лет,Шымкент,"Шымкент, Каратауский район",42.359601,69.643258,https://hh.ru/applicant/vacancy_response?vacancyId=109053764,https://hh.ru/vacancy/109053764,2024-10-22T12:14:51+0300,False,"Высшее педогогическое образование. Коммуникабельность, профессионализм.",Организация педагогического процесса. Ведение уроков. Объяснение учебных материалов. Проведение контрольных работ и экзаменов. Проверка домашних заданий. Выставление оценок. 
1286,Преподаватель по Физике,OQUWAY,10607853,Полная занятость,Полный день,,500000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,,,,https://hh.ru/applicant/vacancy_response?vacancyId=108814447,https://hh.ru/vacancy/108814447,2024-10-17T17:55:01+0300,False,Опыт преподавания по ҰБТ/ЕНТ не менее 2 лет. — Экспертные знания и опыт работы <highlighttext>преподавателем</highlighttext> по Физике. — Владение инструментами онлайн...,"Подготовка учебных материалов, тестов, и адаптация программы под уровень учеников. — Отслеживание прогресса студентов, предоставление обратной связи. — Поддержку и методическую помощь."
1287,Педагог по раннему развитию,Умка,4407053,Полная занятость,Полный день,40000.0,60000.0,RUR,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Астана,,,,https://hh.ru/applicant/vacancy_response?vacancyId=109441701,https://hh.ru/vacancy/109441701,2024-10-28T10:45:49+0300,False,"Доработка и реализация учебных программ, направленных на развитие познавательных, коммуникативных и творческих навыков. Высшее образование в области педагогики, психологии или...","Организация игровых и творческих активностей, способствующих эмоциональному и социальному развитию детей. - Оценка индивидуальных достижений каждого ребенка и предоставление обратной связи..."
1288,Педагог-психолог,Selenium,3846914,Полная занятость,Полный день,250000.0,380000.0,KZT,Психолог,От 3 до 6 лет,Каскелен,Каскелен,43.202455,76.622278,https://hh.ru/applicant/vacancy_response?vacancyId=108049535,https://hh.ru/vacancy/108049535,2024-10-02T12:34:00+0300,False,Диплом психолога. Сертификаты в сфере психологии. С личной терапией. Любить свою профессию. Быть открытым к новым знаниям.,Психологические работы с детьми и взрослыми. Проводить групповые терапии и тесты. Консультировать.
1289,Репетитор 10-11 классов по истории Казахстана (на русском языке),Умскул,9551557,Частичная занятость,Удаленная работа,,250000.0,KZT,"Учитель, преподаватель, педагог",От 1 года до 3 лет,Алматы,"Астана, улица Достык, 5",51.127879,71.42229,https://hh.ru/applicant/vacancy_response?vacancyId=108116192,https://hh.ru/vacancy/108116192,2024-10-03T11:32:31+0300,False,"Опыт подготовки к ЕНТ от 1 года. – Творческий и гибкий подход в преподавании. – Высокий уровень владения предметом, знание специфики ЕНТ. – ","<highlighttext>Преподаватели</highlighttext> проводят онлайн-занятия один на один с учеником, учитывают потребности, возможности, а также особенности каждого ученика, разрабатывают индивидуальную траекторию..."
1290,Учитель корейского языка,"Назарбаев интеллектуальные школы, Автономная организация образования",534973,Частичная занятость,Гибкий график,,,,"Учитель, преподаватель, педагог",От 3 до 6 лет,Алматы,"Алматы, Наурызбайский район, микрорайон Калкаман-2, улица Абдразака Елибаева, 2",43.209552,76.802121,https://hh.ru/applicant/vacancy_response?vacancyId=108256423,https://hh.ru/vacancy/108256423,2024-10-07T12:40:31+0300,False,"Выдачу знаний по структуре корейского языка, фонетике, произношению, орфографии и т.д.. Обучение работе с текстами на корейском языке. ","Проведение уроков, лекций, занятий по своей учебной дисциплине. Оценочная работа – выдачу и проверку заданий, прием экзаменов, оценку промежуточных и итоговых..."
